canonical_concept,header_variant,target_field,variant_type,confidence_hint,source,active,notes
group_billing_address1,Billing Address City,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Billing Address Fax,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Billing Address Line 2,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Billing Address Phone,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Billing Address State,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Billing Address Updates,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Billing Street 1,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Billing Street 2,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Billing Street Address,groupBillingAddress1,title_case,0.95,learning_kb_correction,true,
group_billing_address1,Billing address 1,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_\1illing_\1ddress1,BillingAddressLine1,groupBillingAddress1,title_case,0.80,v4_fix,true,
group_billing_address1,Practice Location  Billing Address,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Practice Location #1 Billing Address,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Remit/Billing Address City,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Remit/Billing Address Fax #,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Remit/Billing Address Phone #,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Remit/Billing Address State,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Remit/Billing Address Zip Code,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Remit/Billing Street Address,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Remit/Billing Street Address 2,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Remittance/Billing Address,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address1,Secondary Billing Address,groupBillingAddress1,title_case,0.8,phase2_file_scan,true,
group_billing_address2,AddressesDMPNAdditional-1-BillingAddress2_1,groupBillingAddress2,underscore,0.8,phase2_file_scan,true,
group_billing_address2,AddressesDMPNAdditional-2-BillingAddress2_1,groupBillingAddress2,underscore,0.8,phase2_file_scan,true,
group_billing_address2,AddressesDMPNAdditional-3-BillingAddress2_1,groupBillingAddress2,underscore,0.8,phase2_file_scan,true,
group_billing_address2,AddressesDMPNAdditional-4-BillingAddress2_1,groupBillingAddress2,underscore,0.8,phase2_file_scan,true,
group_billing_address2,AddressesDMPNAdditional-5-BillingAddress2_1,groupBillingAddress2,underscore,0.8,phase2_file_scan,true,
group_billing_address2,AddressesDMPNPrimary-1-BillingAddress2,groupBillingAddress2,title_case,0.8,phase2_file_scan,true,
group_billing_address2,AddressesDMPNPrimary-2-BillingAddress2,groupBillingAddress2,title_case,0.8,phase2_file_scan,true,
group_billing_address2,Billing Address2,groupBillingAddress2,title_case,0.8,phase2_file_scan,true,
group_billing_address2,BillingAddress2,groupBillingAddress2,title_case,0.8,phase2_file_scan,true,
group_\1illing_\1ddress2,BillingAddressLine2,groupBillingAddress2,title_case,0.80,v4_fix,true,
group_billing_address2,address_billing_address2,groupBillingAddress2,underscore,0.8,phase2_file_scan,true,
group_billing_city,AddressesDMPNAdditional-1-BillingCity_1,groupBillingCity,underscore,0.8,phase2_file_scan,true,
group_billing_city,AddressesDMPNAdditional-2-BillingCity_1,groupBillingCity,underscore,0.8,phase2_file_scan,true,
group_billing_city,AddressesDMPNAdditional-3-BillingCity_1,groupBillingCity,underscore,0.8,phase2_file_scan,true,
group_billing_city,AddressesDMPNAdditional-4-BillingCity_1,groupBillingCity,underscore,0.8,phase2_file_scan,true,
group_billing_city,AddressesDMPNAdditional-5-BillingCity_1,groupBillingCity,underscore,0.8,phase2_file_scan,true,
group_billing_city,AddressesDMPNPrimary-1-BillingCity,groupBillingCity,title_case,0.8,phase2_file_scan,true,
group_billing_city,AddressesDMPNPrimary-2-BillingCity,groupBillingCity,title_case,0.8,phase2_file_scan,true,
group_billing_city,Billing City,groupBillingCity,title_case,0.95,learning_kb_correction,true,
group_billing_city,BillingCity,groupBillingCity,title_case,0.8,phase2_file_scan,true,
group_billing_city,Billing_City,groupBillingCity,underscore,0.93,phase2_file_scan,true,
group_billing_city,Mailing City,groupBillingCity,title_case,0.8,mapping_export,true,
group_billing_city,Secondary Billing City,groupBillingCity,title_case,0.8,phase2_file_scan,true,
group_billing_city,Tertiary Billing City,groupBillingCity,title_case,0.8,phase2_file_scan,true,
group_billing_city,address_billing_city,groupBillingCity,underscore,0.8,phase2_file_scan,true,
group_billing_county,Billing County,groupBillingCounty,title_case,0.8,phase2_file_scan,true,
group_billing_county,County,groupBillingCounty,title_case,0.8,mapping_export,true,
group_billing_county,address_billing_county,groupBillingCounty,underscore,0.8,phase2_file_scan,true,
group_billing_location_fax,AddressesDMPNAdditional-1-BillingFax_1,groupBillingLocationFax,underscore,0.8,phase2_file_scan,true,
group_billing_location_fax,AddressesDMPNAdditional-2-BillingFax_1,groupBillingLocationFax,underscore,0.8,phase2_file_scan,true,
group_billing_location_fax,AddressesDMPNAdditional-3-BillingFax_1,groupBillingLocationFax,underscore,0.8,phase2_file_scan,true,
group_billing_location_fax,AddressesDMPNAdditional-4-BillingFax_1,groupBillingLocationFax,underscore,0.8,phase2_file_scan,true,
group_billing_location_fax,AddressesDMPNAdditional-5-BillingFax_1,groupBillingLocationFax,underscore,0.8,phase2_file_scan,true,
group_billing_location_fax,AddressesDMPNPrimary-1-BillingFax,groupBillingLocationFax,title_case,0.8,phase2_file_scan,true,
group_billing_location_fax,AddressesDMPNPrimary-2-BillingFax,groupBillingLocationFax,title_case,0.8,phase2_file_scan,true,
group_billing_location_fax,Billing  Fax,groupBillingLocationFax,title_case,0.93,phase2_file_scan,true,
group_billing_location_fax,Billing Fax,groupBillingLocationFax,title_case,0.95,learning_kb_correction,true,
group_billing_location_fax,Billing Fax Number,groupBillingLocationFax,title_case,0.8,phase2_file_scan,true,
group_billing_location_fax,Billing Fax Number (for new practice locations),groupBillingLocationFax,title_case,0.8,phase2_file_scan,true,
group_billing_location_fax,Billing Fax#          (no dashes),groupBillingLocationFax,title_case,0.8,phase2_file_scan,true,
group_billing_location_fax,BillingFax,groupBillingLocationFax,title_case,0.8,phase2_file_scan,true,
group_billing_location_fax,Remittance/Billing Fax Phone #,groupBillingLocationFax,title_case,0.8,phase2_file_scan,true,
group_billing_location_phone,BILLING PHONE #,groupBillingLocationPhone,upper_exact,0.95,learning_kb_correction,true,
group_billing_location_phone,Billing Phone,groupBillingLocationPhone,title_case,0.95,learning_kb_correction,true,
group_billing_location_phone,Billing Phone (Internal Use Only),groupBillingLocationPhone,title_case,0.8,phase2_file_scan,true,
group_billing_location_phone,Billing Phone Number,groupBillingLocationPhone,title_case,0.8,phase2_file_scan,true,
group_billing_location_phone,Billing Phone Number (for new practice locations),groupBillingLocationPhone,title_case,0.8,phase2_file_scan,true,
group_billing_location_phone,Billing Phone#       (no dashes),groupBillingLocationPhone,title_case,0.8,phase2_file_scan,true,
group_billing_location_phone,Remittance/Billing Phone #,groupBillingLocationPhone,title_case,0.8,phase2_file_scan,true,
group_billing_location_phone,Secondary Billing Phone (Internal Use Only),groupBillingLocationPhone,title_case,0.8,phase2_file_scan,true,
group_billing_location_phone,Tertiary Billing Phone (Internal Use Only),groupBillingLocationPhone,title_case,0.8,phase2_file_scan,true,
group_billing_location_zipcode,AddressesDMPNAdditional-1-BillingZip_1,groupBillingLocationZipcode,underscore,0.8,phase2_file_scan,true,
group_billing_location_zipcode,AddressesDMPNAdditional-2-BillingZip_1,groupBillingLocationZipcode,underscore,0.8,phase2_file_scan,true,
group_billing_location_zipcode,AddressesDMPNAdditional-3-BillingZip_1,groupBillingLocationZipcode,underscore,0.8,phase2_file_scan,true,
group_billing_location_zipcode,AddressesDMPNAdditional-4-BillingZip_1,groupBillingLocationZipcode,underscore,0.8,phase2_file_scan,true,
group_billing_location_zipcode,AddressesDMPNAdditional-5-BillingZip_1,groupBillingLocationZipcode,underscore,0.8,phase2_file_scan,true,
group_billing_location_zipcode,AddressesDMPNPrimary-1-BillingZip,groupBillingLocationZipcode,title_case,0.8,phase2_file_scan,true,
group_billing_location_zipcode,AddressesDMPNPrimary-2-BillingZip,groupBillingLocationZipcode,title_case,0.8,phase2_file_scan,true,
group_billing_location_zipcode,Billing Zip,groupBillingLocationZipcode,title_case,0.8,phase2_file_scan,true,
group_billing_location_zipcode,Billing Zip + 4,groupBillingLocationZipcode,title_case,0.8,phase2_file_scan,true,
group_billing_location_zipcode,Billing Zip Code,groupBillingLocationZipcode,title_case,0.95,learning_kb_correction,true,
group_billing_location_zipcode,BillingZip,groupBillingLocationZipcode,title_case,0.8,phase2_file_scan,true,
group_billing_location_zipcode,Billing_Zip,groupBillingLocationZipcode,underscore,0.8,phase2_file_scan,true,
group_billing_location_zipcode,address_billing_zip,groupBillingLocationZipcode,underscore,0.8,phase2_file_scan,true,
group_billing_state,AddressesDMPNAdditional-1-BillingState_1,groupBillingState,underscore,0.8,phase2_file_scan,true,
group_billing_state,AddressesDMPNAdditional-2-BillingState_1,groupBillingState,underscore,0.8,phase2_file_scan,true,
group_billing_state,AddressesDMPNAdditional-3-BillingState_1,groupBillingState,underscore,0.8,phase2_file_scan,true,
group_billing_state,AddressesDMPNAdditional-4-BillingState_1,groupBillingState,underscore,0.8,phase2_file_scan,true,
group_billing_state,AddressesDMPNAdditional-5-BillingState_1,groupBillingState,underscore,0.8,phase2_file_scan,true,
group_billing_state,AddressesDMPNPrimary-1-BillingState,groupBillingState,title_case,0.8,phase2_file_scan,true,
group_billing_state,AddressesDMPNPrimary-2-BillingState,groupBillingState,title_case,0.8,phase2_file_scan,true,
group_\1illing_\1tate,Billing St,groupBillingState,title_case,0.93,phase2_v3_scan,true,
group_billing_state,Billing State,groupBillingState,title_case,0.95,learning_kb_correction,true,
group_billing_state,BillingState,groupBillingState,title_case,0.8,phase2_file_scan,true,
group_billing_state,Billing_State,groupBillingState,underscore,0.93,phase2_file_scan,true,
group_billing_state,Secondary Billing State,groupBillingState,title_case,0.8,phase2_file_scan,true,
group_billing_state,Tertiary Billing State,groupBillingState,title_case,0.8,phase2_file_scan,true,
group_billing_state,address_billing_state,groupBillingState,underscore,0.8,phase2_file_scan,true,
group_dba,"Companion Provider DBA Name
REQUIRED",groupDba,title_case,0.8,phase2_file_scan,true,
group_dba,DBA (If Applicable),groupDba,title_case,0.8,phase2_file_scan,true,
group_dba,DBA Name,groupDba,title_case,0.8,phase2_file_scan,true,
group_dba,DBA Practice Name,groupDba,title_case,0.95,learning_kb_correction,true,
group_dba,DBA_NAME,groupDba,underscore,0.8,phase2_file_scan,true,
group_dba,Doing Business As,groupDba,title_case,0.8,phase2_file_scan,true,
group_dba,Facility DBA Name,groupDba,title_case,0.8,phase2_file_scan,true,
group_dba,Facility DBA Name (Required),groupDba,title_case,0.8,phase2_file_scan,true,
group_dba,"Facility/Ancillary DBA Name
REQUIRED",groupDba,title_case,0.8,phase2_file_scan,true,
group_dba,Org DBA,groupDba,title_case,0.8,phase2_file_scan,true,
group_dba,Org DBA Name,groupDba,title_case,0.8,phase2_file_scan,true,
group_dba,Remit DBA Name,groupDba,title_case,0.8,phase2_file_scan,true,
group_dba,"Site Name/DBA Name
(name for inclusion in directory)",groupDba,title_case,0.8,phase2_file_scan,true,
group_dba,dba,groupDba,exact,0.8,phase2_file_scan,true,
group_dba,dba_ofc_nm,groupDba,underscore,0.8,phase2_file_scan,true,
group_dba,doing_business_as_name,groupDba,underscore,0.8,phase2_file_scan,true,
group_legal_business_name,Legal/ W-9 Name,groupLegalBusinessName,title_case,0.95,learning_kb_correction,true,
groupLegalBusinessName,legal name,groupLegalBusinessName,exact,0.96,real_roster_correction,true,
groupLegalBusinessName,legal w 9 name,groupLegalBusinessName,exact,0.96,real_roster_correction,true,
groupLegalBusinessName,name on w9,groupLegalBusinessName,exact,0.96,real_roster_correction,true,
groupLegalBusinessName,w9 name,groupLegalBusinessName,exact,0.96,real_roster_correction,true,
group_location_address_line1,DBA Practice Name,groupLocationAddressLine1,title_case,0.8,mapping_export,true,
group_location_address_line1,Practice Address 2,groupLocationAddressLine1,title_case,0.8,mapping_export,true,
group_location_address_line1,Practice City,groupLocationAddressLine1,title_case,0.8,mapping_export,true,
group_location_address_line1,Practice Fax,groupLocationAddressLine1,title_case,0.8,mapping_export,true,
group_location_address_line1,Practice State,groupLocationAddressLine1,title_case,0.8,mapping_export,true,
group_location_address_line1,Practice Street Address,groupLocationAddressLine1,title_case,0.8,mapping_export,true,
group_location_address_line1,Practice Street Address.1,groupLocationAddressLine1,dotted_duplicate,0.8,mapping_export,true,
group_location_address_line1,Practice URL,groupLocationAddressLine1,title_case,0.8,mapping_export,true,
group_location_address_line1,Practice Zip Code,groupLocationAddressLine1,title_case,0.8,mapping_export,true,
group_location_address_line1,Primary Practice Hours,groupLocationAddressLine1,title_case,0.8,mapping_export,true,
group_location_address_line1,Primary Practice Phone,groupLocationAddressLine1,title_case,0.8,mapping_export,true,
group_location_address_line1,PrimaryPractice Phone,groupLocationAddressLine1,title_case,0.8,mapping_export,true,
group_location_zip,Mailing  Zip Code,groupLocationZip,title_case,0.8,mapping_export,true,
group_name,Additional Location/Group Name,groupName,title_case,0.8,phase2_file_scan,true,
group_name,Billing Group Name,groupName,title_case,0.8,phase2_file_scan,true,
group_name,"Billing Group Name 
('Check To' Name)",groupName,title_case,0.8,phase2_file_scan,true,
group_\1ame,"Business Name  (for non-hospitals, list the BUSINESS NAME as per the W-9)",groupName,title_case,0.85,phase2_v3_scan,true,
group_name,CLINIC NAME/GROUP NAME,groupName,upper_exact,0.8,phase2_file_scan,true,
group_\1ame,"Corporate Name
(LEGAL name)",groupName,title_case,0.85,phase2_v3_scan,true,
group_\1ame,Corporate/Business Name (Name on W9),groupName,title_case,0.85,phase2_v3_scan,true,
group_name,DBA or Practice Name,groupName,title_case,0.8,phase2_file_scan,true,
group_name,Facility/Group/Practice Name,groupName,title_case,0.8,phase2_file_scan,true,
group_name,"Facility/Practice Name, Address & Appointment#",groupName,title_case,0.8,phase2_file_scan,true,
group_name,Group Name,groupName,title_case,0.95,learning_kb_correction,true,
group_name,"Group Name 
(Physician's group name. This is the name of the group that will print in the directory)",groupName,dotted_duplicate,0.8,phase2_file_scan,true,
group_name,Group Name         (If Applicable),groupName,title_case,0.8,phase2_file_scan,true,
group_name,Group Name - Location of Service,groupName,title_case,0.8,phase2_file_scan,true,
group_name,Group Name dba,groupName,title_case,0.8,phase2_file_scan,true,
group_name,Group TIN (Required if group name added),groupName,title_case,0.8,phase2_file_scan,true,
group_name,Group/Practice Name,groupName,title_case,0.8,phase2_file_scan,true,
group_name,GroupName,groupName,title_case,0.8,phase2_file_scan,true,
group_\1ame,Legal Business Name,groupName,title_case,0.85,phase2_v3_scan,true,
group_\1ame,MPAC_PRCT_NM,groupName,underscore,0.93,phase2_v3_scan,true,
group_name,Medical Group Practice Name,groupName,title_case,0.8,phase2_file_scan,true,
group_name,Medical_Group_Practice_Name,groupName,underscore,0.8,phase2_file_scan,true,
group_name,Network Group Name,groupName,title_case,0.8,phase2_file_scan,true,
group_name,Organization or          Practice Name,groupName,title_case,0.8,phase2_file_scan,true,
group_name,Organziation or Practice Name,groupName,title_case,0.8,phase2_file_scan,true,
group_name,PRACTICE_NAME,groupName,underscore,0.8,phase2_file_scan,true,
